status	url	final_url	title	content_type	length	scripts	links	contexts	preview
404	https://mall.lbxcn.com/v2/api-docs	https://mall.lbxcn.com/v2/api-docs		application/json	121			"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/v2/api-docs]: 404 NOT_FOUND""}"	"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/v2/api-docs]: 404 NOT_FOUND""}"
404	https://mall.lbxcn.com/v3/api-docs	https://mall.lbxcn.com/v3/api-docs		application/json	121			"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/v3/api-docs]: 404 NOT_FOUND""}"	"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/v3/api-docs]: 404 NOT_FOUND""}"
404	https://mall.lbxcn.com/openapi.json	https://mall.lbxcn.com/openapi.json		application/json	122			"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/openapi.json]: 404 NOT_FOUND""}"	"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/openapi.json]: 404 NOT_FOUND""}"
404	https://mall.lbxcn.com/api-docs	https://mall.lbxcn.com/api-docs		application/json	118			"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/api-docs]: 404 NOT_FOUND""}"	"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/api-docs]: 404 NOT_FOUND""}"
200	https://mall.lbxcn.com/actuator	https://mall.lbxcn.com/actuator		application/vnd.spring-boot.actuator.v3+json	258				"{""_links"":{""self"":{""href"":""https://mall.lbxcn.com:443/actuator"",""templated"":false},""health"":{""href"":""https://mall.lbxcn.com:443/actuator/health"",""templated"":false},""health-path"":{""href"":""https://mall.lbxcn.com:443/actuator/health/{*path}"",""templated"":true}}}"
404	https://mall.lbxcn.com/actuator/gateway/routes	https://mall.lbxcn.com/actuator/gateway/routes		application/json	133				"{""code"":404,""data"":null,""message"":""Failed to handle request [GET https://mall.lbxcn.com:443/actuator/gateway/routes]: 404 NOT_FOUND""}"
404	https://mall.lbxcn.com/mall/swagger-ui.html	https://mall.lbxcn.com/mall/swagger-ui.html		application/json	151				"{""timestamp"":""2026-09-07T09:46:09.828+00:00"",""path"":""/swagger-ui.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""06ed1f1f-78250479""}"
404	https://mall.lbxcn.com/mall/doc.html	https://mall.lbxcn.com/mall/doc.html		application/json	144				"{""timestamp"":""2026-09-07T09:46:10.049+00:00"",""path"":""/doc.html"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""86ae3726-78247456""}"
404	https://mall.lbxcn.com/mall/swagger-resources	https://mall.lbxcn.com/mall/swagger-resources		application/json	153				"{""timestamp"":""2026-09-07T09:46:10.270+00:00"",""path"":""/swagger-resources"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""e19ae70a-78247474""}"
404	https://mall.lbxcn.com/mall/v2/api-docs	https://mall.lbxcn.com/mall/v2/api-docs		application/json	147			"{""timestamp"":""2026-09-07T09:46:10.501+00:00"",""path"":""/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""6c6ed4c3-78248403""}"	"{""timestamp"":""2026-09-07T09:46:10.501+00:00"",""path"":""/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""6c6ed4c3-78248403""}"
404	https://mall.lbxcn.com/mall/v3/api-docs	https://mall.lbxcn.com/mall/v3/api-docs		application/json	147			"{""timestamp"":""2026-09-07T09:46:10.732+00:00"",""path"":""/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""c21dc33e-78268388""}"	"{""timestamp"":""2026-09-07T09:46:10.732+00:00"",""path"":""/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""c21dc33e-78268388""}"
404	https://mall.lbxcn.com/mall/openapi.json	https://mall.lbxcn.com/mall/openapi.json		application/json	148			"{""timestamp"":""2026-09-07T09:46:10.954+00:00"",""path"":""/openapi.json"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""0a47d05b-78268410""}"	"{""timestamp"":""2026-09-07T09:46:10.954+00:00"",""path"":""/openapi.json"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""0a47d05b-78268410""}"
404	https://mall.lbxcn.com/mall/api-docs	https://mall.lbxcn.com/mall/api-docs		application/json	144			"{""timestamp"":""2026-09-07T09:46:11.175+00:00"",""path"":""/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""d156c712-78247530""}"	"{""timestamp"":""2026-09-07T09:46:11.175+00:00"",""path"":""/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""d156c712-78247530""}"
200	https://mall.lbxcn.com/mall/actuator	https://mall.lbxcn.com/mall/actuator		application/vnd.spring-boot.actuator.v3+json	258				"{""_links"":{""self"":{""href"":""https://mall.lbxcn.com:443/actuator"",""templated"":false},""health"":{""href"":""https://mall.lbxcn.com:443/actuator/health"",""templated"":false},""health-path"":{""href"":""https://mall.lbxcn.com:443/actuator/health/{*path}"",""templated"":true}}}"
404	https://mall.lbxcn.com/mall/actuator/gateway/routes	https://mall.lbxcn.com/mall/actuator/gateway/routes		application/json	159				"{""timestamp"":""2026-09-07T09:46:11.635+00:00"",""path"":""/actuator/gateway/routes"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""eca6efdd-78268461""}"
404	https://mall.lbxcn.com/mall/scc-store/v3/api-docs	https://mall.lbxcn.com/mall/scc-store/v3/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:11.854+00:00"",""path"":""/scc-store/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""31252466-78247579""}"	"{""timestamp"":""2026-09-07T09:46:11.854+00:00"",""path"":""/scc-store/v3/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""31252466-78247579""}"
404	https://mall.lbxcn.com/mall/scc-store/v2/api-docs	https://mall.lbxcn.com/mall/scc-store/v2/api-docs		application/json	157			"{""timestamp"":""2026-09-07T09:46:12.075+00:00"",""path"":""/scc-store/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""1b8d87bb-78247607""}"	"{""timestamp"":""2026-09-07T09:46:12.075+00:00"",""path"":""/scc-store/v2/api-docs"",""status"":404,""error"":""Not Found"",""message"":null,""requestId"":""1b8d87bb-78247607""}"
